118,43,28,29,33,20,9,3,2,3,2,3,3,1,0,1,1,1,1,0
43,86,22,18,16,11,6,3,3,4,2,0,2,1,0,1,0,0,0,0
28,22,58,8,8,9,6,0,1,1,2,1,2,1,0,1,0,0,0,1
29,18,8,49,14,9,5,0,2,0,2,0,1,1,0,1,1,1,1,0
33,16,8,14,44,10,3,1,1,1,1,0,2,1,0,0,1,0,1,0
20,11,9,9,10,39,4,0,0,0,2,1,1,1,0,0,0,1,1,0
9,6,6,5,3,4,17,0,0,1,1,3,0,0,0,0,0,0,0,0
3,3,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
2,3,1,2,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0
3,4,1,0,1,0,1,0,0,6,1,0,1,0,1,0,0,0,0,0
2,2,2,2,1,2,1,0,0,1,6,0,1,0,1,0,0,0,0,0
3,0,1,0,0,1,3,0,0,0,0,5,0,0,0,0,0,0,0,0
3,2,2,1,2,1,0,0,1,1,1,0,6,0,1,0,0,0,0,0
1,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
